show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,semantic_tags
s7349,TV Show,Love Rain,,"Keun-suk Jang, Yoon-ah Im, Shi-hoo Kim, Eun-seo Son, In-guk Seo, Bo-ra Hwang, Jin-young Jung, Mi-sook Lee",South Korea,"May 1, 2018",2012,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","A story of two couples' journey of new love, loss and unexpected reunion spans decades, from the 1970s through present day.",keun-suk-jang | jang | yoon-ah-im | shi-hoo-kim | kim | eun-seo-son | son | in-guk-seo | seo | bo-ra-hwang | hwang | international-tv-shows | korean-tv-shows | romantic-tv-shows | 2010s | modern | tv-show | romance
s7350,TV Show,Love Rhythms - Accidental Daddy,,Udom Taephanit,,"June 18, 2018",2016,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",A successful DJ's bachelor lifestyle is upended by a young woman who claims to be his long lost daughter.,udom-taephanit | taephanit | international-tv-shows | tv-comedies | tv-dramas | 2010s | modern | tv-show | family
s7352,Movie,Love Station,Ahmad Samir Farag,"Menna Shalaby, Sherif Salama, Yousra El Lozy, Mona Hala, Edward Fouad, Lotfy Labib, Ashraf Hamdy",Egypt,"April 25, 2019",2011,TV-14,97 min,"Comedies, International Movies, Romantic Movies","Single coworkers at a radio station are brought together by mutual friends, but their starry-eyed notions about love may scuttle their romance.",ahmad-samir-farag | farag | menna-shalaby | shalaby | sherif-salama | salama | yousra-el-lozy | lozy | mona-hala | hala | edward-fouad | fouad | lotfy-labib | labib | comedies | international-movies | romantic-movies | 2010s | modern | movie
s7353,Movie,Love You... Love You Not,Sridhar Jetty,"Chelsea Islan, Hamish Daud, Miller Khan, Kemal Pahlevi, R.R. Melati Pinaring, Fico Fachriza, Reynold Hamzah, Rizka Dwi Septiana, Arkanda Saezario Wicaksono",Indonesia,"January 5, 2019",2015,TV-14,115 min,"Comedies, International Movies, Romantic Movies",A love triangle gets complicated when a female English tutor unknowingly gets between a hot-tempered guy and his off-to-the-United States girlfriend.,sridhar-jetty | jetty | chelsea-islan | islan | hamish-daud | daud | miller-khan | khan | kemal-pahlevi | pahlevi | r.r.-melati-pinaring | pinaring | fico-fachriza | fachriza | comedies | international-movies | romantic-movies | 2010s | modern | movie
s7354,TV Show,Love Your Garden,,"Alan Titchmarsh, David Domoney, Frances Tophill, Katie Rushworth",United Kingdom,"July 26, 2019",2013,TV-G,1 Season,"British TV Shows, International TV Shows, Reality TV",Famed horticulturist Alan Titchmarsh hosts this uplifting show in which he and his team travel the U.K. planting dream gardens for deserving citizens.,alan-titchmarsh | titchmarsh | david-domoney | domoney | frances-tophill | tophill | katie-rushworth | rushworth | british-tv-shows | international-tv-shows | reality-tv | 2010s | modern | tv-show
s7355,Movie,"Love, Rosie",Christian Ditter,"Lily Collins, Sam Claflin, Christian Cooke, Jamie Beamish, Suki Waterhouse, Tamsin Egerton, Jaime Winstone, Lorcan Cranitch","Germany, United Kingdom","November 20, 2019",2014,R,103 min,"Comedies, International Movies, Romantic Movies","Over the years, as they come and go in each other's life, childhood pals Rosie and Alex struggle to resolve the lasting, intimate bond between them.",christian-ditter | ditter | lily-collins | collins | sam-claflin | claflin | christian-cooke | cooke | jamie-beamish | beamish | suki-waterhouse | waterhouse | tamsin-egerton | egerton | comedies | international-movies | romantic-movies | 2010s | modern | movie
s7356,Movie,LoveTrue,Alma Har'el,,United States,"May 7, 2017",2016,TV-MA,82 min,Documentaries,"In this blend of documentary and dramatization, circumstances test notions of love held by a young stripper, a single-dad surfer and a teen musician.",alma-har'el | har'el | documentaries | 2010s | modern | movie | romance | drama
s7357,Movie,Loving Annabelle,Katherine Brooks,"Erin Kelly, Diane Gaidry, Laura Breckenridge, Michelle Horn, Gustine Fudickar, Ilene Graff, Kevin McCarthy, Markus Flanagan",United States,"July 1, 2018",2006,TV-MA,77 min,"Dramas, Independent Movies, LGBTQ Movies",An esteemed young poetry teacher at a Catholic boarding school risks everything when she engages in a feverish affair with a female student.,katherine-brooks | brooks | erin-kelly | kelly | diane-gaidry | gaidry | laura-breckenridge | breckenridge | michelle-horn | horn | gustine-fudickar | fudickar | ilene-graff | graff | dramas | independent-movies | lgbtq-movies | 2000s | classic | movie
s7358,Movie,Loving You,Johnnie To,"Lau Ching Wan, Carman Lee, Tsung-Hua To, Chung-wai Lee, Ruby Wong",Hong Kong,"August 16, 2018",1995,TV-14,79 min,"Dramas, International Movies","Struggling in a loveless marriage, a hard-drinking, workaholic cop finds a chance at redemption after a fateful incident leaves him wounded.",johnnie-to | lau-ching-wan | wan | carman-lee | lee | tsung-hua-to | chung-wai-lee | ruby-wong | wong | dramas | international-movies | 1990s | classic | movie | romance
s7359,Movie,Lucha: Playing the Impossible,Ana Quiroga,Luciana Aymar,Argentina,"July 15, 2018",2016,TV-PG,98 min,"Documentaries, International Movies, Sports Movies","Known simply as ""Lucha,"" field hockey player Luciana Aymar shares her tumultuous and triumphant journey to become the best in the world.",ana-quiroga | quiroga | luciana-aymar | aymar | documentaries | international-movies | sports-movies | 2010s | modern | movie
s7360,TV Show,Lucky Days,,"Chris Wang, Tammy Chen, Fan Kuang-yao, Chen Bor Jeng, Lin Mei-hsiu, Ma Nien-hsien",China,"September 1, 2016",2010,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","When laidback Ren, who is about to divorce his money-crazy wife, finds a time-traveling computer, he decides to use it to reboot his marriage.",chris-wang | wang | tammy-chen | chen | fan-kuang-yao | kuang-yao | chen-bor-jeng | jeng | lin-mei-hsiu | mei-hsiu | ma-nien-hsien | nien-hsien | international-tv-shows | romantic-tv-shows | tv-comedies | 2010s | modern | tv-show
s7361,Movie,Lucky: No Time for Love,"Radhika Rao, Vinay Sapru","Salman Khan, Sneha Ullal, Mithun Chakraborty, Kader Khan, Navni Parihar, Ravi Baswani, Vikram Gokhale, Mumait Khan",India,"November 15, 2017",2005,TV-14,131 min,"Dramas, International Movies, Romantic Movies","During an uprising in Russia's St. Petersburg, teen girl Lucky meets handsome Aditya, the Indian ambassador's son, and together they flee the chaos.",radhika-rao | rao | vinay-sapru | sapru | salman-khan | khan | sneha-ullal | ullal | mithun-chakraborty | chakraborty | kader-khan | navni-parihar | parihar | ravi-baswani | baswani | dramas | international-movies | romantic-movies | 2000s | classic
s7362,Movie,Lupt,Prabhuraj,"Javed Jaffrey, Vijay Raaz, Karan Aanand, Niki Walia, Meenakshi Dixit, Rishabh Chaddha, Rishina Kandhari, Kiearra Soni",India,"April 5, 2019",2018,TV-14,110 min,"Horror Movies, International Movies, Thrillers","Haunted by disturbing visions, a workaholic takes a vacation with his family, but a detour leads them to an unsettling stranger and chilling events.",prabhuraj | javed-jaffrey | jaffrey | vijay-raaz | raaz | karan-aanand | aanand | niki-walia | walia | meenakshi-dixit | dixit | rishabh-chaddha | chaddha | horror-movies | international-movies | thrillers | 2010s | modern | movie | family
s7364,Movie,Ma Chu Ka,Jayan Vannery,"Pasupathy, Janani Iyer, Pratap Pothen",India,"July 1, 2018",2017,TV-14,117 min,"International Movies, Thrillers",The relationship between a journalist and a lawyer she meets while investigating a story grows complicated as she uncovers layers of deception.,jayan-vannery | vannery | pasupathy | janani-iyer | iyer | pratap-pothen | pothen | international-movies | thrillers | 2010s | modern | movie
s7365,Movie,Maacher Jhol,Pratim D. Gupta,"Ritwick Chakraborty, Mamata Shankar, Paoli Dam, Kaya Blocksage, Sauraseni Maitra, Arjun Chakrabarty","India, France","January 1, 2018",2017,TV-PG,107 min,"Dramas, International Movies","On his first visit to his home city of Kolkata in 13 years, a Paris-based chef is faced with a cooking challenge that will change his life forever.",pratim-d.-gupta | gupta | ritwick-chakraborty | chakraborty | mamata-shankar | shankar | paoli-dam | dam | kaya-blocksage | blocksage | sauraseni-maitra | maitra | arjun-chakrabarty | chakrabarty | dramas | international-movies | 2010s | modern | movie
s7366,Movie,Mac & Devin Go to High School,Dylan C. Brown,"Snoop Dogg, Wiz Khalifa, Mike Epps, Teairra Mari, Derek Kane, Luenell, Teni Panosian, Paul Iacono, Andy Milonakis, Mystikal",United States,"April 20, 2016",2012,R,76 min,Comedies,"Devin Overstreet may be the class valedictorian, but he hasn't had much life experience. Enter Mac Johnson, a 10th-year senior and weed dealer.",dylan-c.-brown | brown | snoop-dogg | dogg | wiz-khalifa | khalifa | mike-epps | epps | teairra-mari | mari | derek-kane | kane | luenell | comedies | 2010s | modern | movie | family
s7367,Movie,Macchli Jal Ki Rani Hai,Debaloy Dey,"Swara Bhaskar, Bhanu Uday, Murli Sharma, Deep Raj Rana, Reema Debnath, Hemant Pandey, Saurabh Dubey, Sakha Kalyani",India,"October 15, 2017",2014,TV-MA,118 min,"Horror Movies, International Movies","After relocating to a different town with her husband, a housewife begins to sense the existence of a mysterious presence in their new house.",debaloy-dey | dey | swara-bhaskar | bhaskar | bhanu-uday | uday | murli-sharma | sharma | deep-raj-rana | rana | reema-debnath | debnath | hemant-pandey | pandey | horror-movies | international-movies | 2010s | modern | movie
s7368,Movie,Mad Max,George Miller,"Mel Gibson, Joanne Samuel, Hugh Keays-Byrne, Steve Bisley, Tim Burns, Roger Ward, Lisa Aldenhoven, Bertrand Cadart","Australia, United States","August 1, 2020",1979,R,93 min,"Action & Adventure, Classic Movies, Cult Movies","In a post-apocalyptic future, a malicious gang murders Max's family as an act of retaliation, forcing Max to hit the open road seeking vengeance.",george-miller | miller | mel-gibson | gibson | joanne-samuel | samuel | hugh-keays-byrne | keays-byrne | steve-bisley | bisley | tim-burns | burns | roger-ward | ward | action-and-adventure | classic-movies | cult-movies | 1970s | classic | movie
s7369,TV Show,Mad Men,,"Jon Hamm, Elisabeth Moss, Vincent Kartheiser, January Jones, Christina Hendricks, Aaron Staton, Rich Sommer, John Slattery, Kiernan Shipka, Robert Morse, Michael Gladis, Christopher Stanley, Bryan Batt, Jared Harris, Jessica ParÃ©, Alison Brie, Jay R. Ferguson, Ben Feldman, Mark Moses, Alexa Alemanni, Julie McNiven",United States," March 22, 2015",2014,TV-14,7 Seasons,TV Dramas,"Set in 1960s New York City, this award-winning series takes a peek inside an ad agency during an era when the cutthroat business had a glamorous lure.",jon-hamm | hamm | elisabeth-moss | moss | vincent-kartheiser | kartheiser | january-jones | jones | christina-hendricks | hendricks | aaron-staton | staton | tv-dramas | 2010s | modern | tv-show | action
s7370,Movie,Mad Money,"Callie Khouri, Jesse V. Johnson","Diane Keaton, Queen Latifah, Katie Holmes, Ted Danson, Roger Cross, Adam Rothenberg, Stephen Root, Christopher McDonald, Meagen Fay, J.C. MacKenzie, Finesse Mitchell, Eric Keenleyside",United States,"November 1, 2019",2008,PG-13,99 min,Comedies,A woman joins the janitorial staff of the Federal Reserve Bank and conspires with two co-workers to pilfer old money that's scheduled to be destroyed.,callie-khouri | khouri | jesse-v.-johnson | johnson | diane-keaton | keaton | queen-latifah | latifah | katie-holmes | holmes | ted-danson | danson | roger-cross | cross | adam-rothenberg | rothenberg | comedies | 2000s | classic | movie
s7371,Movie,Mad Ron's Prevues from Hell,Jim Monaco,"Nick Pawlow, Jordu Schell, Jay Kushwara, Michael Townsend Wright, Anthony Kelly, Happy Goldsplatt, Ron Roccia, Fred Pomerleau, Joe Amodei, Nicholas Kitsopoulos",United States,"November 1, 2010",1987,NR,84 min,"Cult Movies, Horror Movies","This collection cherry-picks trailers, forgotten scenes and poster art from 47 gory oldies, including Bay of Blood and The Blood Spattered Bride.",jim-monaco | monaco | nick-pawlow | pawlow | jordu-schell | schell | jay-kushwara | kushwara | michael-townsend-wright | wright | anthony-kelly | kelly | happy-goldsplatt | goldsplatt | cult-movies | horror-movies | 1980s | classic | movie
s7372,Movie,Mad World,Chun Wong,"Shawn Yue, Eric Tsang, Elaine Jin, Charmaine Fong",Hong Kong,"September 20, 2018",2016,TV-MA,102 min,"Dramas, International Movies","A stockbroker struggling with bipolar disorder goes to live with his estranged father in a cramped flat, where old resentments bubble to the surface.",chun-wong | wong | shawn-yue | yue | eric-tsang | tsang | elaine-jin | jin | charmaine-fong | fong | dramas | international-movies | 2010s | modern | movie | family
s7373,Movie,Madaari,Nishikant Kamat,"Irrfan Khan, Jimmy Shergill, Vishesh Bansal, Tushar Dalvi, Nitish Pandey",India,"February 17, 2017",2016,TV-14,134 min,"Dramas, Independent Movies, International Movies","A bridge under construction collapses in Mumbai, killing a man's family and launching him on a crusade to bring those responsible to justice.",nishikant-kamat | kamat | irrfan-khan | khan | jimmy-shergill | shergill | vishesh-bansal | bansal | tushar-dalvi | dalvi | nitish-pandey | pandey | dramas | independent-movies | international-movies | 2010s | modern | movie | family
s7374,Movie,Maddman: The Steve Madden Story,Ben Patterson,Steve Madden,United States,"January 1, 2018",2017,TV-MA,78 min,Documentaries,This documentary chronicles the rise of the footwear designer behind a billion-dollar empire and his subsequent comeback after a financial scandal.,ben-patterson | patterson | steve-madden | madden | documentaries | 2010s | modern | movie
s7375,Movie,Madre,Aaron Burns,"Daniela RamÃ­rez, Cristobal Tapia Montt, Aida, MatÃ­as Bassi, NicolÃ¡s DurÃ¡n, Ignacia Allamand",Chile,"August 26, 2017",2016,TV-MA,95 min,"International Movies, Thrillers","Pregnant and overwhelmed, Diana hires a caretaker for her son with severe autism. But she soon begins to fear the new nanny has sinister intentions.",aaron-burns | burns | daniela-ramã­rez | ramã­rez | cristobal-tapia-montt | montt | aida | matã­as-bassi | bassi | nicolã¡s-durã¡n | durã¡n | ignacia-allamand | allamand | international-movies | thrillers | 2010s | modern | movie | family
s7376,TV Show,Maggie & Bianca: Fashion Friends,Iginio Straffi,"Emanuela Rei, Giorgia Boni, Sergio Ruggeri, Luca Murphy, Federica Corti, Federico Pedroni, Tiffany Zhou, Sergio Melone",Italy,"March 31, 2019",2017,TV-Y7,1 Season,"Kids' TV, TV Comedies","Originally polar opposites, an American fashion student and the daughter of an industry mogul form an everlasting bond and start a rock band in Milan.",iginio-straffi | straffi | emanuela-rei | rei | giorgia-boni | boni | sergio-ruggeri | ruggeri | luca-murphy | murphy | federica-corti | corti | federico-pedroni | pedroni | kids'-tv | tv-comedies | 2010s | modern | tv-show | family
s7377,TV Show,Magi: Adventure of Sinbad,,"Daisuke Ono, Tomokazu Sugita, Takahiro Sakurai, Keiji Fujiwara, Akira Ishida, Katsuyuki Konishi, Yoko Hikasa, Ai Kayano, Takehito Koyasu, Hiroki Touchi",Japan,"July 14, 2016",2016,TV-14,1 Season,"Anime Series, International TV Shows",The Magi who became High King of the Seven Seas started as a boy determined to make the world a better place. He begins with a dangerous dungeon.,daisuke-ono | ono | tomokazu-sugita | sugita | takahiro-sakurai | sakurai | keiji-fujiwara | fujiwara | akira-ishida | ishida | katsuyuki-konishi | konishi | anime-series | international-tv-shows | 2010s | modern | tv-show | thriller
s7379,Movie,Magnetic,Thierry Donard,"Tom Barrer, Liam Whaley, Wille Lindberg, Sam Favret, Fabian Bodet, Jamie Lee, Lorenzo Avvenenti, Ross Clarke-Jones",France,"June 12, 2020",2018,TV-14,110 min,"Action & Adventure, Documentaries, International Movies","Attracted to thrills across the globe, intrepid athletes venture to remote locations in pursuit of their extreme form of bliss.",thierry-donard | donard | tom-barrer | barrer | liam-whaley | whaley | wille-lindberg | lindberg | sam-favret | favret | fabian-bodet | bodet | jamie-lee | lee | action-and-adventure | documentaries | international-movies | 2010s | modern | movie
s7380,Movie,Magnus,Benjamin Ree,Magnus Carlsen,Norway,"February 22, 2017",2016,TV-PG,75 min,"Children & Family Movies, Documentaries, International Movies","This dramatic documentary explores the life and mind of Magnus Carlsen, the charismatic Norwegian prodigy who became world chess champion.",benjamin-ree | ree | magnus-carlsen | carlsen | children-and-family-movies | documentaries | international-movies | 2010s | modern | movie | drama
s7382,TV Show,Maharakshak Devi,,"Umang Jain, Indraneil Sengupta, Rohit Bakshi, Karan Suchak, Shresth Kumar, Ankit Gera, Rushiraj Pawar, Nikita Sharma, Varun Kapoor, Kamalika Guha Thakurta, Sahil Uppal, Charu Asopa",India,"April 15, 2017",2015,TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy","After years spent in isolation, a young girl with extraordinary powers returns to human society to battle dark, mythological beings.",umang-jain | jain | indraneil-sengupta | sengupta | rohit-bakshi | bakshi | karan-suchak | suchak | shresth-kumar | kumar | ankit-gera | gera | international-tv-shows | tv-action-and-adventure | tv-sci-fi-and-fantasy | 2010s | modern | tv-show | action
s7383,TV Show,Maharakshak: Aryan,,"Aakarshan Singh, Vikramjeet Virk, Reena Aggarwal, Khalid Siddiqui, Abigail Jain, Rishabh Jain",India,"April 1, 2017",2014,TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy","Shy nerd Aryan learns soon after his 18th birthday that he has inherited superpowers, which he must use to vanquish a variety of evil threats.",aakarshan-singh | singh | vikramjeet-virk | virk | reena-aggarwal | aggarwal | khalid-siddiqui | siddiqui | abigail-jain | jain | rishabh-jain | international-tv-shows | tv-action-and-adventure | tv-sci-fi-and-fantasy | 2010s | modern | tv-show
s7384,TV Show,Mahi Way,,"Pushtii Shakti, Viraf Patel, Siddhant Karnick, Monica Khanna, Amrita Raichand, Suparna Marwah, Mark Farokh Parekh",India,"March 1, 2018",2010,TV-14,1 Season,"International TV Shows, TV Comedies","Though worried she's doomed to be single forever, Mahi embraces her vivacious and creative nature while working to tame her inner critic.",pushtii-shakti | shakti | viraf-patel | patel | siddhant-karnick | karnick | monica-khanna | khanna | amrita-raichand | raichand | suparna-marwah | marwah | international-tv-shows | tv-comedies | 2010s | modern | tv-show
s7385,Movie,Mahjong Heroes,Li Pei-Chuan,"Patrick Tse, Betty Ting Pei, Hua Yueh, Chin Siu Ho, Lau Hak-Suen, Kwan Hoi-san",Hong Kong,"August 16, 2018",1981,TV-PG,92 min,"Comedies, International Movies","In this comedy, characters from all walks of life go head-to-head around the mahjong table in a high-stakes contest of different playing styles.",li-pei-chuan | pei-chuan | patrick-tse | tse | betty-ting-pei | pei | hua-yueh | yueh | chin-siu-ho | lau-hak-suen | hak-suen | kwan-hoi-san | hoi-san | comedies | international-movies | 1980s | classic | movie | comedy
s7386,TV Show,Mahmut & Meryem,,"Aras Bulut Ä°ynemli, Eva Dedova, Fahreddin Manafov, Melahat Abbasova, Polat Bilgin, Mehmet Ãevik, Shamil Suleimanov, Åafak BaÅkaya, Ä°lker KÄ±zmaz, Kristina Krepela, Ufuk Åen","Turkey, Azerbaijan","December 26, 2016",2013,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","In the 16th century, the heir to a Muslim empire embarks on a dangerous journey to find his true love, who was taken away by her Christian father.",aras-bulut-ä°ynemli | ä°ynemli | eva-dedova | dedova | fahreddin-manafov | manafov | melahat-abbasova | abbasova | polat-bilgin | bilgin | mehmet-ãevik | ãevik | international-tv-shows | romantic-tv-shows | tv-dramas | 2010s | modern | tv-show | family | romance
s7387,Movie,Maine Pyaar Kyun Kiya,David Dhawan,"Salman Khan, Sushmita Sen, Sohail Khan, Katrina Kaif, Arshad Warsi, Isha Koppikar, Rajpal Yadav, Beena Kak",India,"December 31, 2019",2005,TV-14,137 min,"Comedies, International Movies, Music & Musicals","After lying to his girlfriend, orthopedic surgeon Samir must conjure up a pretend wife in this musical comedy.",david-dhawan | dhawan | salman-khan | khan | sushmita-sen | sen | sohail-khan | katrina-kaif | kaif | arshad-warsi | warsi | isha-koppikar | koppikar | comedies | international-movies | music-and-musicals | 2000s | classic | movie | friendship
s7388,Movie,Maine Pyar Kiya,Sooraj R. Barjatya,"Salman Khan, Bhagyashree, Alok Nath, Rajeev Verma, Reema Lagoo, Ajit Vachani, Harish Patel, Deep Dhillon, Pervin Dastur, Mohnish Bahl",India,"January 1, 2018",1989,TV-PG,192 min,"Dramas, International Movies, Music & Musicals","When the son of a wealthy businessman and the daughter of a struggling engineer fall in love, the young man's parents question the girl's motives.",sooraj-r.-barjatya | barjatya | salman-khan | khan | bhagyashree | alok-nath | nath | rajeev-verma | verma | reema-lagoo | lagoo | ajit-vachani | vachani | dramas | international-movies | music-and-musicals | 1980s | classic | movie | family
s7389,Movie,Mala Kahich Problem Nahi,Sameer Vidwans,"Gashmeer Mahajani, Spruha Joshi, Nirmiti Sawant, Vijay Nikam, Satish Alekar, Mangal Kenkre, Kamlesh Sawant, Seema Deshmukh",India,"November 15, 2018",2017,TV-PG,132 min,"Dramas, International Movies","With their relationship running on autopilot, a discontent husband and wife must confront their issues while on a trip with the extended family.",sameer-vidwans | vidwans | gashmeer-mahajani | mahajani | spruha-joshi | joshi | nirmiti-sawant | sawant | vijay-nikam | nikam | satish-alekar | alekar | mangal-kenkre | kenkre | dramas | international-movies | 2010s | modern | movie | family
s7390,Movie,Malicious,Michael Winnick,"Bojana Novakovic, Josh Stewart, Delroy Lindo, Melissa Bolona, Yvette Yates, Luke Edwards, Jaqueline Fleming, Ben VanderMey, Presley Richardson, Joy Kate Lawson",United States,"February 1, 2019",2018,TV-MA,91 min,Horror Movies,"After receiving a strange present, a professor and his pregnant wife are plagued by tragedy and a paranormal presence that's determined to kill.",michael-winnick | winnick | bojana-novakovic | novakovic | josh-stewart | stewart | delroy-lindo | lindo | melissa-bolona | bolona | yvette-yates | yates | luke-edwards | edwards | horror-movies | 2010s | modern | movie
s7391,Movie,Man of Tai Chi,Keanu Reeves,"Keanu Reeves, Tiger Chen, Karen Mok, Simon Yam, Qing Ye, Hai Yu, Sam Lee, Iko Uwais","United States, China, Hong Kong","July 26, 2018",2013,R,105 min,"Action & Adventure, Dramas","In this kung fu tale set in Beijing, a young man armed with incomparable martial arts skills gets embroiled in the world of underground fight clubs.",keanu-reeves | reeves | tiger-chen | chen | karen-mok | mok | simon-yam | yam | qing-ye | hai-yu | action-and-adventure | dramas | 2010s | modern | movie | action
s7392,Movie,Man Up,Ben Palmer,"Lake Bell, Simon Pegg, Ophelia Lovibond, Olivia Williams, Rory Kinnear, Henry Lloyd-Hughes, Ken Stott, Sharon Horgan, Harriet Walter, Stephen Campbell Moore, Dean-Charles Chapman, Phoebe Waller-Bridge","United Kingdom, France","September 4, 2018",2015,R,88 min,"Comedies, International Movies, Romantic Movies","A single woman seizes an opportunity when, while standing under a train station clock, she meets a stranger who mistakes her for his blind date.",ben-palmer | palmer | lake-bell | bell | simon-pegg | pegg | ophelia-lovibond | lovibond | olivia-williams | williams | rory-kinnear | kinnear | henry-lloyd-hughes | lloyd-hughes | comedies | international-movies | romantic-movies | 2010s | modern | movie
s7393,TV Show,Man vs Wild with Sunny Leone,,"Bear Grylls, Sunny Leone",,"December 1, 2018",2018,TV-PG,1 Season,"International TV Shows, Reality TV, TV Action & Adventure",The adventures of Bear Grylls get a unique spin as Bollywood star Sunny Leone hosts the show famous for revealing Bear's wilderness survival skills.,bear-grylls | grylls | sunny-leone | leone | international-tv-shows | reality-tv | tv-action-and-adventure | 2010s | modern | tv-show
s7395,Movie,Mandobasar Galpo,Tathagata Banerjee,"Paoli Dam, Parambrata Chattopadhyay, Indrasish Roy, Koushik Sen, Biswajit Chakraborty",India,"April 1, 2018",2017,TV-14,103 min,"Dramas, International Movies, Romantic Movies","With the assistance of a psychiatrist, an acclaimed filmmaker struggles to come to terms with a mysterious romantic trauma.",tathagata-banerjee | banerjee | paoli-dam | dam | parambrata-chattopadhyay | chattopadhyay | indrasish-roy | roy | koushik-sen | sen | biswajit-chakraborty | chakraborty | dramas | international-movies | romantic-movies | 2010s | modern | movie | romance
s7396,Movie,Manglehorn,David Gordon Green,"Al Pacino, Holly Hunter, Harmony Korine, Chris Messina, Skylar Gasper, Brian D. Mays, Herculano Trevino, Angela Woods",United States,"April 16, 2017",2014,PG-13,97 min,"Dramas, Independent Movies",A reclusive small-town locksmith who can't stop writing letters to a lost love meets a kindly bank teller who challenges him to look to the future.,david-gordon-green | green | al-pacino | pacino | holly-hunter | hunter | harmony-korine | korine | chris-messina | messina | skylar-gasper | gasper | brian-d.-mays | mays | dramas | independent-movies | 2010s | modern | movie | romance
s7397,Movie,Mango Dreams,John Upchurch,"Ram Gopal Bajaj, Pankaj Tripathi, Sameer Kochhar",United States,"March 15, 2018",2016,TV-14,92 min,"Dramas, Independent Movies","Concerned that dementia will soon steal his most cherished memories, a Hindu doctor hires a Mulsim rickshaw driver to take him to his childhood home.",john-upchurch | upchurch | ram-gopal-bajaj | bajaj | pankaj-tripathi | tripathi | sameer-kochhar | kochhar | dramas | independent-movies | 2010s | modern | movie
s7398,Movie,Manhattan Romance,Tom O'Brien,"Tom O'Brien, Katherine Waterston, Caitlin Fitzgerald, Gaby Hoffmann, Louis Cancelmi, Zach Grenier",United States,"September 8, 2017",2014,TV-14,98 min,"Comedies, Independent Movies, Romantic Movies",A filmmaker working on a documentary about love in modern Manhattan becomes personally entangled in the romantic lives of his subjects.,tom-o'brien | o'brien | katherine-waterston | waterston | caitlin-fitzgerald | fitzgerald | gaby-hoffmann | hoffmann | louis-cancelmi | cancelmi | zach-grenier | grenier | comedies | independent-movies | romantic-movies | 2010s | modern | movie | family | romance
s7399,Movie,Manolo: The Boy Who Made Shoes for Lizards,Michael Roberts,"Manolo Blahnik, Anna Wintour, AndrÃ© Leon Talley, Paloma Picasso, Candace Bushnell, Iman, Rihanna, Naomi Campbell, Isaac Mizrahi, Rupert Everett, Sofia Coppola, John Galliano",United Kingdom,"January 15, 2018",2017,TV-MA,89 min,"Documentaries, International Movies","As legendary shoe designer Manolo Blahnik speaks about his creative process, his celebrity admirers chime in with their own takes on his work.",michael-roberts | roberts | manolo-blahnik | blahnik | anna-wintour | wintour | andrã©-leon-talley | talley | paloma-picasso | picasso | candace-bushnell | bushnell | iman | documentaries | international-movies | 2010s | modern | movie
s7400,Movie,Mansfield Park,Patricia Rozema,"Frances O'Connor, Embeth Davidtz, Jonny Lee Miller, Alessandro Nivola, Harold Pinter, Lindsay Duncan, Sheila Gish, James Purefoy, Victoria Hamilton, Hugh Bonneville",United Kingdom,"January 1, 2020",1999,PG-13,112 min,"Comedies, Dramas, International Movies","A poor heroine is sent to live with wealthy relatives in 1800s England, where her wit and writing talent find the room, and circumstance, to grow.",patricia-rozema | rozema | frances-o'connor | o'connor | embeth-davidtz | davidtz | jonny-lee-miller | miller | alessandro-nivola | nivola | harold-pinter | pinter | lindsay-duncan | duncan | comedies | dramas | international-movies | 1990s | classic | movie
s7401,Movie,Mantostaan,Rahat Kazmi,"Raghuvir Yadav, Veerendra Saxena, Sonal Sehgal, Aaditya Pratap Singh, Rahat Kazmi, Raina Bassnet, Sakshi Bhat",India,"December 15, 2017",2017,TV-MA,75 min,"Dramas, Independent Movies, International Movies",Four stories by writer Sadaat Hasan Manto culminate in a single gruesome drama that's set during the partitioning of the Indian subcontinent.,rahat-kazmi | kazmi | raghuvir-yadav | yadav | veerendra-saxena | saxena | sonal-sehgal | sehgal | aaditya-pratap-singh | singh | raina-bassnet | bassnet | dramas | independent-movies | international-movies | 2010s | modern | movie | drama
s7402,Movie,Mantra,Nicholas Kharkongor,"Rajat Kapoor, Lushin Dubey, Kalki Koechlin, Shiv Pandit, Adil Hussain, Rohan Joshi, Yuri Suri, Maya Krishna Rao",India,"December 15, 2017",2017,TV-14,89 min,"Dramas, Independent Movies, International Movies",An Indian business owner struggles to keep his company afloat amid global competition while trying to make up for lost time with his family.,nicholas-kharkongor | kharkongor | rajat-kapoor | kapoor | lushin-dubey | dubey | kalki-koechlin | koechlin | shiv-pandit | pandit | adil-hussain | hussain | rohan-joshi | joshi | dramas | independent-movies | international-movies | 2010s | modern | movie
